x,2017-02-01,2017-02-02,2017-02-03,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-20,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-27,2017-02-28,2017-03-01,2017-03-02
x,2017-02-01,2017-02-02,2017-02-03,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-20,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-27,2017-02-28,2017-03-01,2017-03-02
x,2017-02-01,2017-02-02,2017-02-03,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-20,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-27,2017-02-28,2017-03-01,2017-03-02
EUR,0.928499996662,0.929000020027,0.927100002766,0.930499970913,0.936200022697,0.935100018978,0.938000023365,0.939599990845,0.943300008774,0.945200026035,0.942799985409,0.937099993229,0.941699981689,0.942499995232,0.948400020599,0.947600007057,0.944599986076,0.947200000286,0.944599986076,0.94580000639,0.949000000954,0.949299991131
GBP,0.789960026741,0.798759996891,0.80084002018,0.802009999752,0.800289988518,0.798269987106,0.800270020962,0.800769984722,0.798550009727,0.801819980144,0.802009999752,0.800509989262,0.805899977684,0.801680028439,0.80084002018,0.802990019321,0.796450018883,0.802420020103,0.804030001163,0.807879984379,0.814710021019,0.814670026302
JPY,113.31300354,112.800003052,112.583999634,111.82900238,112.386001587,111.946998596,113.434997559,113.205001831,113.708000183,114.290000916,114.112998962,113.301002502,112.835998535,113.261001587,113.667999268,113.408996582,112.682998657,112.134002686,112.748001099,113.071998596,114.113998413,114.099998474
